Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n1593,1,0,0.4833,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1594,3,1,1," studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1595,3,1,0.6645,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1596,3,1,0.507,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1597,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1598,3,1,0.681,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1599,1,0,0.6575,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1600,3,1,0.6825,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1601,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1602,3,1,1, with the hour of code for   via  how about startups join and teach coding too?,"[\'with\', \'the\', \'hour\', \'of\', \'code\', \'for\', \'via\', \'how\', \'about\', \'startups\', \'join\', \'and\', \'teach\', \'coding\', \'too\'] ",
n1603,3,1,0.6884,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1604,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1605,3,1,0.7341,    life      d,"[\'life\', \'d\'] ",
n1606,1,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1607,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1608,1,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1609,3,1,0.6825,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1610,3,1,0.7506, yes! hear that ,"[\'yes\', \'hear\', \'that\'] ",
n1611,3,1,0.681,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1612,3,1,0.6774,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1613,1,0,0.4833,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1614,3,1,0.7079, aapl samsung asks appeals court to throw out  930 million damages in apple    ,"[\'aapl\', \'samsung\', \'asks\', \'appeals\', \'court\', \'to\', \'throw\', \'out\', \'930\', \'million\', \'damages\', \'in\', \'apple\'] ",
n1615,3,1,0.6591,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1616,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1617,3,1,0.6223,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1618,3,1,0.6861,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1619,1,0,0.7313,mark  zuckerberg takes shot at  apple  aapl  fb   via ,"[\'mark\', \'zuckerberg\', \'takes\', \'shot\', \'at\', \'apple\', \'aapl\', \'fb\', \'via\'] ",
n1620,3,1,1,"if  will poach from  fashion, then fashion will follow suit   the business of fashion   ","[\'if\', \'will\', \'poach\', \'from\', \'fashion\', \'then\', \'fashion\', \'will\', \'follow\', \'suit\', \'the\', \'business\', \'of\', \'fashion\'] ",
n1621,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1622,3,1,0.7591,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1623,1,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1624,1,0,0.6661,"ok,    i guess app developers should takethis weeek off, huh? ","[\'ok\', \'i\', \'guess\', \'app\', \'developers\', \'should\', \'takethis\', \'weeek\', \'off\', \'huh\'] ",
n1625,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1626,5,1,1,  awsome,[\'awsome\'] ,
n1627,3,1,0.6884,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1628,3,1,0.6754,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1629,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1630,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1631,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1632,5,1,1,  you all are ready to go   coloradolovesyou,"[\'you\', \'all\', \'are\', \'ready\', \'to\', \'go\', \'coloradolovesyou\'] ",
n1633,3,1,0.6678,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1634,3,1,0.507,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1635,1,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1636,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1637,3,1,0.6647,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1638,5,1,1, i want to stay with   me and  dont get along,"[\'i\', \'want\', \'to\', \'stay\', \'with\', \'me\', \'and\', \'dont\', \'get\', \'along\'] ",
n1639,3,1,1," studio at 45,000 ft  one outlet, 4 computers   we need the batteries of the future now!!!! ","[\'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1640,3,1,0.681,"onerepublic  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'onerepublic\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1641,1,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1642,1,0,1,phone just died while it was plug in   what the hell?,"[\'phone\', \'just\', \'died\', \'while\', \'it\', \'was\', \'plug\', \'in\', \'what\', \'the\', \'hell\'] ",
n1643,1,0,0.4969,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1644,3,1,0.7263,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1645,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1646,1,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1647,1,0,1,  thats what i was thinking today! after nearly two years mine only lasts for four hours now  (,"[\'thats\', \'what\', \'i\', \'was\', \'thinking\', \'today\', \'after\', \'nearly\', \'two\', \'years\', \'mine\', \'only\', \'lasts\', \'for\', \'four\', \'hours\', \'now\'] ",
n1648,3,1,0.6552,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1649,3,1,0.6618,now this is a nice cup and handle       stockcharts  fb  twtr  aapl,"[\'now\', \'this\', \'is\', \'a\', \'nice\', \'cup\', \'and\', \'handle\', \'stockcharts\', \'fb\', \'twtr\', \'aapl\'] ",
n1650,5,1,1,   appleaddict ! the show in paris was amazing !!!! thank you guys !!!! see you soon !,"[\'appleaddict\', \'the\', \'show\', \'in\', \'paris\', \'was\', \'amazing\', \'thank\', \'you\', \'guys\', \'see\', \'you\', \'soon\'] ",
n1651,1,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1652,3,1,0.6774,my ipods shuffle has taken me from  to  to  whats next   layitonme,"[\'my\', \'ipods\', \'shuffle\', \'has\', \'taken\', \'me\', \'from\', \'to\', \'to\', \'whats\', \'next\', \'layitonme\'] ",
n1653,3,1,0.6781,  i would have never had that picture in my head of a private plane  thanks for sharing ) x,"[\'i\', \'would\', \'have\', \'never\', \'had\', \'that\', \'picture\', \'in\', \'my\', \'head\', \'of\', \'a\', \'private\', \'plane\', \'thanks\', \'for\', \'sharing\', \'x\'] ",
n1654,3,1,0.6738,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1655,3,1,0.6825,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1656,3,1,0.7039,"apple inc  price at close, december 04, 2014, is 115 4   apple  aapl","[\'apple\', \'inc\', \'price\', \'at\', \'close\', \'december\', \'04\', \'2014\', \'is\', \'115\', \'4\', \'apple\', \'aapl\'] ",
n1657,3,1,1,apple ceo tim cook comes out as gay      via ,"[\'apple\', \'ceo\', \'tim\', \'cook\', \'comes\', \'out\', \'as\', \'gay\', \'via\'] ",
n1658,3,1,0.6884,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1659,5,1,0.6559,  you can do it  ),"[\'you\', \'can\', \'do\', \'it\'] ",
n1660,1,0,0.5041,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1661,3,1,0.6768,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1662,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
